quarter,source_file,respondent_id,_id,ID,GU_code,GU_label,resi_y,resi_m,q1_code,q2_code,q3_code,q3_1_1_code,q3_1_1_label,q3_1_2_code,q3_1_2_label,q3_1_3_code,q3_1_3_label,q4_code,q4_label,q5_1_code,q5_2_code,q5_3_code,q5_4_code,q5_5_code,q6_code,q6_label,q7_code,q8_code,q8_label,q9_code,q9_label,q10_code,q10_label,q11_1_code,q11_1_label,q11_2_code,q11_2_label,q12_code,q12_label,q13_code,q13_label,q13_1_code,q13_1_label,q13_2,q14_code,q14_label,q15_code,q15_label,q16_code,q16_label,q17_code,q17_label,q18_code,q18_label,q19_code,q19_label,q20_code,q20_label,DM1_code,DM1_label,DM2,DM3_code,DM3_label,DM4_code,DM4_label,DM5,DM6_code,DM6_label,DM7_code,DM7_label,DM8,DM9_1_code,DM9_1_label,DM9_2_code,DM9_2_label,DM10_code,DM10_label,DM11_code,DM11_label,DM12_code,DM12_label,DM13_code,DM13_label,DM14_code,DM14_label,DM15_code,DM15_label,wg,ws,q5_3_label,q5_5_label,q7_label,q9_1_code,q9_1_label,q9_2_code,q9_2_label,q3_3_1,q3_3_2,q3_3_3,q3_3_4,q3_3_5,q3_3_6,q3_3_7,q3_3_8,q3_3_9,q3_3_10,q3_3_11,q3_3_12,q3_3_13,q3_3_14,q3_3_15,q3_3_16,q9_4,q9_5_code,q9_5_label,q3_label,q5_2_label,q5_4_label,q5_1_label,q1_label,q2_label,q21_op,q10_op,DM9_3_code,DM9_3_label,DM9_4_code,DM9_4_label,q14_op,DM12_op,q16_op,q15_op,q9_2_op,q3_3_16_op,q17_op,q6_op,q9_5_op
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1276,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1276,1276,2,권선구,23.0,7.0,5.0,3.0,4.0,,,,,,,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",6.0,4.0,4.0,6.0,5.0,4.0,기업 유치 및 일자리,4.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",4.0,"현재 미정이지만, 다녀올 가능성이 높다",,,3.0,"공원(만석공원, 서호공원 등) 및 수목원 방문(일월수목원, 영흥수목원)",1.0,수원 화성 및 화성행궁 방문,4.0,조금 나빠질 것이다,3.0,줄어들 것이다,3.0,20-30만원,20.0,3.0,가족 및 친․인척 용돈,3.0,슈퍼마켓,1.0,"고향(가족, 친지) 방문",3.0,교통 및 물류 대책 마련,3.0,보통이다,2.0,약간 도움이 된다,5.0,사회복지 분야,2,여자,27,1.0,미혼,3.0,대학교(4년제 이상),4.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,3.0,사무 종사자,9.0,700만원 이상,1.0,아파트,2.0,전세(월세없음),211.0,0.3705,보통이다,,보통이다,1.0,국내,2.0,가족,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,소중한 사람과 함께 보내는 시간,보통이다,보통이다,,,,,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1277,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1277,1277,4,영통구,30.0,5.0,6.0,4.0,5.0,3.0,수원특례시 현안에 대한 이해가 깊은 것 같아서,6.0,평소 태도나 행동 등에서 신뢰감이 느껴져서,9.0,잘 모르겠다,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",5.0,4.0,6.0,6.0,5.0,4.0,기업 유치 및 일자리,5.0,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",1.0,이미 다녀왔다,,,1.0,수원 화성 및 화성행궁 방문,5.0,"아웃도어 활동(걷기, 등산 등)",5.0,많이 나빠질 것이다,3.0,줄어들 것이다,2.0,10-20만원,30.0,3.0,가족 및 친․인척 용돈,1.0,전통시장,1.0,"고향(가족, 친지) 방문",3.0,교통 및 물류 대책 마련,2.0,조금 필요하다,3.0,보통이다,3.0,경제·세무 분야,2,여자,35,1.0,미혼,3.0,대학교(4년제 이상),3.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,4.0,서비스 종사자,9.0,700만원 이상,1.0,아파트,1.0,자기집,266.42,0.46780000000000005,,,,1.0,국내,4.0,연인,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,스트레스 해소,,보통이다,,,,보통이다,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1278,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1278,1278,2,권선구,30.0,3.0,6.0,5.0,5.0,4.0,추진력 있고 강단 있게 일하는 것 같아서,7.0,무언가 계획을 갖고 일하는 느낌이어서,2.0,"시민과의 소통, 홍보를 잘 하는 것 같아서",2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",5.0,4.0,6.0,5.0,4.0,5.0,주거,4.0,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",1.0,이미 다녀왔다,,,1.0,수원 화성 및 화성행궁 방문,4.0,"호캉스, 에캉스 등 숙소에서 휴식",4.0,조금 나빠질 것이다,2.0,비슷할 것이다,,,,3.0,가족 및 친․인척 용돈,2.0,대형마트,1.0,"고향(가족, 친지) 방문",1.0,추석 성수품 물가 안정,2.0,조금 필요하다,2.0,약간 도움이 된다,3.0,경제·세무 분야,2,여자,30,1.0,미혼,3.0,대학교(4년제 이상),4.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,7.0,기능원 및 관련 기능 종사자,9.0,700만원 이상,2.0,단독주택(다가구 포함),1.0,자기집,142.72,0.2506,,보통이다,보통이다,3.0,미정,4.0,연인,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,소중한 사람과 함께 보내는 시간,,보통이다,,,,,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1279,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1279,1279,1,장안구,33.0,4.0,5.0,4.0,6.0,3.0,수원특례시 현안에 대한 이해가 깊은 것 같아서,6.0,평소 태도나 행동 등에서 신뢰감이 느껴져서,2.0,"시민과의 소통, 홍보를 잘 하는 것 같아서",2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",4.0,6.0,5.0,5.0,4.0,3.0,산업 및 경제,4.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",5.0,현재 미정이지만 다녀오지 못할 가능성이 높다,1.0,비용 부담 때문에,8.0,맛집탐방,4.0,"호캉스, 에캉스 등 숙소에서 휴식",3.0,비슷할 것이다,3.0,줄어들 것이다,2.0,10-20만원,40.0,3.0,가족 및 친․인척 용돈,4.0,농협․축협․수협,1.0,"고향(가족, 친지) 방문",1.0,추석 성수품 물가 안정,3.0,보통이다,2.0,약간 도움이 된다,4.0,일반행정 분야,1,남자,33,1.0,미혼,2.0,"대학교(2, 3년제)",1.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,5.0,판매 종사자,4.0,200만원 이상 ~300만원 미만,1.0,아파트,2.0,전세(월세없음),349.9,0.6143000000000001,,보통이다,보통이다,,,,,,,,,,,,,,,,,,,,,,,,,,,보통이다,,보통이다,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1280,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1280,1280,3,팔달구,26.0,5.0,6.0,5.0,6.0,3.0,수원특례시 현안에 대한 이해가 깊은 것 같아서,5.0,"정부, 경기도, 타지자체와의 협력을 잘하는 것 같아서",1.0,"새롭고 과감한 시도, 참신한 정책·사업들이 많아서",3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",5.0,4.0,6.0,5.0,6.0,3.0,산업 및 경제,4.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",3.0,여름 휴가를 가지 않을 계획이다,1.0,비용 부담 때문에,8.0,맛집탐방,1.0,수원 화성 및 화성행궁 방문,3.0,비슷할 것이다,2.0,비슷할 것이다,,,,3.0,가족 및 친․인척 용돈,4.0,농협․축협․수협,1.0,"고향(가족, 친지) 방문",2.0,소비심리 회복,2.0,조금 필요하다,2.0,약간 도움이 된다,1.0,도시·건축 분야,2,여자,29,1.0,미혼,2.0,"대학교(2, 3년제)",1.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,9.0,단순노무 종사자,4.0,200만원 이상 ~300만원 미만,1.0,아파트,2.0,전세(월세없음),255.18,0.448,,,보통이다,,,,,,,,,,,,,,,,,,,,,,,,,보통이다,,,,,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1281,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1281,1281,2,권선구,35.0,7.0,4.0,4.0,3.0,,,,,,,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",4.0,5.0,3.0,4.0,6.0,6.0,도시계획 및 정비,5.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",3.0,여름 휴가를 가지 않을 계획이다,1.0,비용 부담 때문에,8.0,맛집탐방,1.0,수원 화성 및 화성행궁 방문,3.0,비슷할 것이다,2.0,비슷할 것이다,,,,2.0,명절 선물비,1.0,전통시장,1.0,"고향(가족, 친지) 방문",3.0,교통 및 물류 대책 마련,2.0,조금 필요하다,4.0,별로 도움이 되지 않는다,3.0,경제·세무 분야,2,여자,38,1.0,미혼,3.0,대학교(4년제 이상),1.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,4.0,서비스 종사자,5.0,300만원 이상 ~400만원 미만,1.0,아파트,2.0,전세(월세없음),175.68,0.3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통이다,보통이다,보통이다,보통이다,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1282,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1282,1282,3,팔달구,32.0,6.0,6.0,3.0,5.0,2.0,"시민과의 소통, 홍보를 잘 하는 것 같아서",5.0,"정부, 경기도, 타지자체와의 협력을 잘하는 것 같아서",8.0,열심히 일하는 것 같아서,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",5.0,4.0,6.0,7.0,5.0,4.0,기업 유치 및 일자리,4.0,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",3.0,여름 휴가를 가지 않을 계획이다,9.0,성수기 지나고 가려고,6.0,"미술관/박물관, 공연예술/ 공연 관람",7.0,드라마․영화 촬영지 방문,2.0,조금 좋아질 것이다,3.0,줄어들 것이다,2.0,10-20만원,40.0,3.0,가족 및 친․인척 용돈,3.0,슈퍼마켓,2.0,"집에서 방문객(가족, 친지 등) 응대",2.0,소비심리 회복,3.0,보통이다,3.0,보통이다,2.0,녹지·환경 분야,2,여자,35,1.0,미혼,3.0,대학교(4년제 이상),1.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,2.0,임시직 임금근로자,5.0,판매 종사자,5.0,300만원 이상 ~400만원 미만,1.0,아파트,2.0,전세(월세없음),254.32,0.4465,,,보통이다,,,,,,,,,,,,,,,,,,,,,,,,,보통이다,매우 높게 평가한다,,,,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1283,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1283,1283,4,영통구,6.0,11.0,3.0,4.0,5.0,2.0,"시민과의 소통, 홍보를 잘 하는 것 같아서",3.0,수원특례시 현안에 대한 이해가 깊은 것 같아서,1.0,"새롭고 과감한 시도, 참신한 정책·사업들이 많아서",1.0,"잘 할 것이라 기대했고, 기대한 만큼 대체로 잘 한다",6.0,5.0,5.0,5.0,5.0,3.0,산업 및 경제,5.0,1.0,"잘 할 것이라 기대했고, 기대한 만큼 대체로 잘 한다",1.0,이미 다녀왔다,,,1.0,수원 화성 및 화성행궁 방문,2.0,"지역 축제 참여(수원화성문화제, 수원재즈페스티벌 등)",4.0,조금 나빠질 것이다,2.0,비슷할 것이다,,,,3.0,가족 및 친․인척 용돈,2.0,대형마트,1.0,"고향(가족, 친지) 방문",1.0,추석 성수품 물가 안정,2.0,조금 필요하다,1.0,매우 도움이 된다,5.0,사회복지 분야,2,여자,69,4.0,사별,2.0,"대학교(2, 3년제)",4.0,3.0,비해당,1.0,있음,1.0,7.0,기타(비재학 등),,,3.0,일을 하지 않았음,,,11.0,주부,7.0,500만원 이상 ~600만원 미만,1.0,아파트,1.0,자기집,2662.14,4.6741,,,,1.0,국내,2.0,가족,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,소중한 사람과 함께 보내는 시간,,,,,,보통이다,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1284,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1284,1284,4,영통구,4.0,7.0,5.0,5.0,3.0,,,,,,,1.0,"잘 할 것이라 기대했고, 기대한 만큼 대체로 잘 한다",5.0,5.0,5.0,5.0,5.0,2.0,교통,4.0,5.0,잘 모르겠다,2.0,여름 휴가를 다녀올 계획이다,,,2.0,"지역 축제 참여(수원화성문화제, 수원재즈페스티벌 등)",9.0,몰캉스(쇼핑몰+바캉스),5.0,많이 나빠질 것이다,3.0,줄어들 것이다,4.0,30-40만원,40.0,3.0,가족 및 친․인척 용돈,3.0,슈퍼마켓,2.0,"집에서 방문객(가족, 친지 등) 응대",1.0,추석 성수품 물가 안정,2.0,조금 필요하다,1.0,매우 도움이 된다,5.0,사회복지 분야,2,여자,38,2.0,기혼(배우자 있음),3.0,대학교(4년제 이상),4.0,1.0,맞벌이,1.0,있음,2.0,1.0,영아(0-2세),2.0,유아(3-7세),2.0,휴가 및 일시 휴직,,,3.0,사무 종사자,7.0,500만원 이상 ~600만원 미만,1.0,아파트,1.0,자기집,266.42,0.46780000000000005,,,보통이다,1.0,국내,2.0,가족,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,소중한 사람과 함께 보내는 시간,,,,,,,"육아 관련 정책 좀 시행해주세요. 예산을 이유로 경기도 육아사업 중 수원시만 빠진 것들이 너무 많습니다. (첫째아 출산지원금 0원, 경기도 맘튼튼 축산물 꾸러미 지원사업 미시행, 경기형 가족돌봄수당 미시행, 2024년 둘째 아이 돌보미 지원사업 미시행) 경기도에서 대대적으로 홍보하면 뭐합니까? 수원시에는 예산을 이유로 다 빠져버리는데.",,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1285,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1285,1285,2,권선구,5.0,1.0,4.0,5.0,5.0,1.0,"새롭고 과감한 시도, 참신한 정책·사업들이 많아서",2.0,"시민과의 소통, 홍보를 잘 하는 것 같아서",7.0,무언가 계획을 갖고 일하는 느낌이어서,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",6.0,5.0,6.0,5.0,6.0,1.0,복지,5.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",5.0,현재 미정이지만 다녀오지 못할 가능성이 높다,1.0,비용 부담 때문에,3.0,"공원(만석공원, 서호공원 등) 및 수목원 방문(일월수목원, 영흥수목원)",4.0,"호캉스, 에캉스 등 숙소에서 휴식",5.0,많이 나빠질 것이다,1.0,늘어날 것이다,1.0,10만원 미만,50.0,1.0,제사 상차림비,2.0,대형마트,1.0,"고향(가족, 친지) 방문",1.0,추석 성수품 물가 안정,1.0,매우 필요하다,2.0,약간 도움이 된다,6.0,안전·교통 분야,1,남자,40,1.0,미혼,3.0,대학교(4년제 이상),1.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,3.0,사무 종사자,5.0,300만원 이상 ~400만원 미만,1.0,아파트,1.0,자기집,499.88,0.8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통이다,,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1286,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1286,1286,2,권선구,20.0,4.0,4.0,4.0,4.0,,,,,,,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",4.0,4.0,5.0,4.0,4.0,6.0,도시계획 및 정비,4.0,4.0,"별로 기대하지 않았고, 역시 잘 못한다",5.0,현재 미정이지만 다녀오지 못할 가능성이 높다,1.0,비용 부담 때문에,9.0,몰캉스(쇼핑몰+바캉스),10.0,스포츠 경기 관람,5.0,많이 나빠질 것이다,3.0,줄어들 것이다,2.0,10-20만원,30.0,1.0,제사 상차림비,2.0,대형마트,5.0,휴식,1.0,추석 성수품 물가 안정,1.0,매우 필요하다,3.0,보통이다,5.0,사회복지 분야,2,여자,20,1.0,미혼,1.0,고졸이하,3.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,2.0,임시직 임금근로자,4.0,서비스 종사자,7.0,500만원 이상 ~600만원 미만,1.0,아파트,1.0,자기집,440.24,0.773,,보통이다,보통이다,,,,,,,,,,,,,,,,,,,,,,,,보통이다,보통이다,보통이다,보통이다,보통이다,보통이다,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1287,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1287,1287,2,권선구,2.0,3.0,4.0,4.0,5.0,1.0,"새롭고 과감한 시도, 참신한 정책·사업들이 많아서",3.0,수원특례시 현안에 대한 이해가 깊은 것 같아서,4.0,추진력 있고 강단 있게 일하는 것 같아서,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",5.0,6.0,6.0,6.0,5.0,3.0,산업 및 경제,6.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",5.0,현재 미정이지만 다녀오지 못할 가능성이 높다,1.0,비용 부담 때문에,1.0,수원 화성 및 화성행궁 방문,4.0,"호캉스, 에캉스 등 숙소에서 휴식",5.0,많이 나빠질 것이다,1.0,늘어날 것이다,1.0,10만원 미만,70.0,2.0,명절 선물비,2.0,대형마트,1.0,"고향(가족, 친지) 방문",1.0,추석 성수품 물가 안정,1.0,매우 필요하다,1.0,매우 도움이 된다,4.0,일반행정 분야,1,남자,29,1.0,미혼,3.0,대학교(4년제 이상),4.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,3.0,사무 종사자,8.0,600만원 이상 ~700만원 미만,1.0,아파트,1.0,자기집,757.4,1.3298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통이다,보통이다,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1288,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1288,1288,1,장안구,20.0,10.0,4.0,4.0,4.0,,,,,,,4.0,"별로 기대하지 않았고, 역시 잘 못한다",4.0,3.0,4.0,4.0,3.0,1.0,복지,4.0,4.0,"별로 기대하지 않았고, 역시 잘 못한다",5.0,현재 미정이지만 다녀오지 못할 가능성이 높다,1.0,비용 부담 때문에,8.0,맛집탐방,11.0,"캠핑, 차박",5.0,많이 나빠질 것이다,3.0,줄어들 것이다,3.0,20-30만원,30.0,3.0,가족 및 친․인척 용돈,2.0,대형마트,5.0,휴식,1.0,추석 성수품 물가 안정,1.0,매우 필요하다,3.0,보통이다,5.0,사회복지 분야,1,남자,21,1.0,미혼,3.0,대학교(4년제 이상),3.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,2.0,임시직 임금근로자,4.0,서비스 종사자,7.0,500만원 이상 ~600만원 미만,1.0,아파트,1.0,자기집,1282.44,2.2517,보통이다,,보통이다,,,,,,,,,,,,,,,,,,,,,,,,보통이다,,보통이다,보통이다,보통이다,보통이다,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1289,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1289,1289,2,권선구,20.0,6.0,4.0,3.0,4.0,,,,,,,4.0,"별로 기대하지 않았고, 역시 잘 못한다",4.0,4.0,4.0,5.0,4.0,1.0,복지,4.0,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",5.0,현재 미정이지만 다녀오지 못할 가능성이 높다,1.0,비용 부담 때문에,11.0,"캠핑, 차박",10.0,스포츠 경기 관람,5.0,많이 나빠질 것이다,3.0,줄어들 것이다,2.0,10-20만원,20.0,1.0,제사 상차림비,5.0,온라인 쇼핑몰,5.0,휴식,2.0,소비심리 회복,1.0,매우 필요하다,3.0,보통이다,5.0,사회복지 분야,2,여자,21,1.0,미혼,3.0,대학교(4년제 이상),3.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,2.0,임시직 임금근로자,4.0,서비스 종사자,7.0,500만원 이상 ~600만원 미만,1.0,아파트,1.0,자기집,440.24,0.773,보통이다,보통이다,보통이다,,,,,,,,,,,,,,,,,,,,,,,,보통이다,보통이다,,보통이다,보통이다,,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1290,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1290,1290,4,영통구,20.0,10.0,4.0,5.0,4.0,,,,,,,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",5.0,5.0,4.0,4.0,5.0,4.0,기업 유치 및 일자리,4.0,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",1.0,이미 다녀왔다,,,2.0,"지역 축제 참여(수원화성문화제, 수원재즈페스티벌 등)",8.0,맛집탐방,3.0,비슷할 것이다,2.0,비슷할 것이다,,,,3.0,가족 및 친․인척 용돈,2.0,대형마트,1.0,"고향(가족, 친지) 방문",1.0,추석 성수품 물가 안정,1.0,매우 필요하다,2.0,약간 도움이 된다,3.0,경제·세무 분야,2,여자,20,1.0,미혼,3.0,대학교(4년제 이상),4.0,2.0,비맞벌이,2.0,없음,,,,,,1.0,일을 하였음,2.0,임시직 임금근로자,4.0,서비스 종사자,5.0,300만원 이상 ~400만원 미만,1.0,아파트,1.0,자기집,952.86,1.673,보통이다,,보통이다,1.0,국내,4.0,연인,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,소중한 사람과 함께 보내는 시간,보통이다,,보통이다,,보통이다,,일자리,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1291,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1291,1291,4,영통구,22.0,11.0,5.0,5.0,5.0,3.0,수원특례시 현안에 대한 이해가 깊은 것 같아서,1.0,"새롭고 과감한 시도, 참신한 정책·사업들이 많아서",2.0,"시민과의 소통, 홍보를 잘 하는 것 같아서",2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",5.0,5.0,5.0,5.0,5.0,4.0,기업 유치 및 일자리,5.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",3.0,여름 휴가를 가지 않을 계획이다,1.0,비용 부담 때문에,2.0,"지역 축제 참여(수원화성문화제, 수원재즈페스티벌 등)",12.0,기타( ),3.0,비슷할 것이다,2.0,비슷할 것이다,,,,2.0,명절 선물비,3.0,슈퍼마켓,1.0,"고향(가족, 친지) 방문",1.0,추석 성수품 물가 안정,1.0,매우 필요하다,2.0,약간 도움이 된다,3.0,경제·세무 분야,2,여자,52,1.0,미혼,1.0,고졸이하,2.0,2.0,비맞벌이,2.0,없음,,,,,,3.0,일을 하지 않았음,,,13.0,기타,3.0,100만원 이상 ~200만원 미만,1.0,아파트,1.0,자기집,667.83,1.1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,중년 취업 지원,,,,,,,장애,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1292,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1292,1292,4,영통구,20.0,6.0,4.0,3.0,4.0,,,,,,,3.0,"잘 할 것이라 기대했는데, 대체로 기대에 못 미친다",4.0,3.0,4.0,4.0,4.0,1.0,복지,4.0,4.0,"별로 기대하지 않았고, 역시 잘 못한다",5.0,현재 미정이지만 다녀오지 못할 가능성이 높다,1.0,비용 부담 때문에,10.0,스포츠 경기 관람,11.0,"캠핑, 차박",5.0,많이 나빠질 것이다,3.0,줄어들 것이다,2.0,10-20만원,20.0,2.0,명절 선물비,5.0,온라인 쇼핑몰,5.0,휴식,1.0,추석 성수품 물가 안정,1.0,매우 필요하다,3.0,보통이다,5.0,사회복지 분야,2,여자,21,1.0,미혼,3.0,대학교(4년제 이상),3.0,3.0,비해당,2.0,없음,,,,,,1.0,일을 하였음,2.0,임시직 임금근로자,4.0,서비스 종사자,7.0,500만원 이상 ~600만원 미만,1.0,아파트,1.0,자기집,952.86,1.673,보통이다,보통이다,보통이다,,,,,,,,,,,,,,,,,,,,,,,,보통이다,,보통이다,보통이다,보통이다,,,,,,,,,,,,,,,,
(공개용) 2024년 3분기 패널조사 데이터(가중치),(공개용) 2024년 3분기 패널조사 데이터(가중치).xlsx,1293,(공개용) 2024년 3분기 패널조사 데이터(가중치)-1293,1293,2,권선구,3.0,3.0,5.0,6.0,5.0,1.0,"새롭고 과감한 시도, 참신한 정책·사업들이 많아서",2.0,"시민과의 소통, 홍보를 잘 하는 것 같아서",4.0,추진력 있고 강단 있게 일하는 것 같아서,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",6.0,6.0,6.0,6.0,6.0,1.0,복지,5.0,2.0,"별로 기대하지 않았는데, 기대 이상으로 잘 한다",2.0,여름 휴가를 다녀올 계획이다,,,4.0,"호캉스, 에캉스 등 숙소에서 휴식",8.0,맛집탐방,4.0,조금 나빠질 것이다,1.0,늘어날 것이다,2.0,10-20만원,100.0,3.0,가족 및 친․인척 용돈,2.0,대형마트,2.0,"집에서 방문객(가족, 친지 등) 응대",1.0,추석 성수품 물가 안정,2.0,조금 필요하다,2.0,약간 도움이 된다,5.0,사회복지 분야,2,여자,37,2.0,기혼(배우자 있음),3.0,대학교(4년제 이상),2.0,1.0,맞벌이,2.0,없음,,,,,,1.0,일을 하였음,1.0,상용직 임금근로자,3.0,사무 종사자,8.0,600만원 이상 ~700만원 미만,1.0,아파트,2.0,전세(월세없음),175.68,0.3085,,,,1.0,국내,4.0,연인,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,휴식과 재충천,,,,,,,,,,,,,,,,,,,,,
