feature,f_value,p_value
Q58_② 없는 편이다,11.882774859363217,5.057604732586915e-15
Q32_2_쾌적하고 깨끗해서,11.768067643781633,7.3063140958975e-15
Q37r3_탄소중립 포인트제도 확대 및 탄소중립 지원센터 운영,11.756480774753031,7.582849640613028e-15
Q21a1_④ 보통,11.71110120753544,8.770325648366824e-15
Q50a4_⑤,11.67207742382207,9.939000798485543e-15
Q36_1a1_④ 보통,11.662404877332316,1.0251971080295784e-14
Q45_3a1_③,11.656985488744311,1.0431607687857921e-14
Q44_1r2_게임이나 인터넷을 활용한 오락활동,11.634814524737063,1.1199851455567623e-14
H0a12n1_대학원 졸업 이상,11.607386737097244,1.2228906358702314e-14
Q36_2a3_③,11.601758401959867,1.2451481078054882e-14
DM32_권선구 구운동,11.572482558872963,1.3676162852836685e-14
Q40_⑤ 위험이 많이 줄었다,11.552855094366274,1.4563901869196715e-14
Q4a5_③,11.53960701781231,1.519542112990032e-14
Q21a1_⑤,11.526687655341487,1.5837607517017144e-14
Q4a10_⑦ 매우 만족한다,11.522581097061302,1.6047358372326962e-14
DM9_5~10년 미만,11.521853931464022,1.6084788005198848e-14
Q4a9_⑦ 매우 만족한다,11.512213795419513,1.6589319018765585e-14
Q51_3a4_그렇다,11.49381591410379,1.7596491731927592e-14
Q51_3a4_아니다,11.493815914103747,1.7596491731927592e-14
Q11a2_400~ 500만원 미만,11.491241470661972,1.774221632686683e-14
Q47a3_없다,11.467276260642466,1.9157941303781725e-14
DM32_장안구 연무동,11.446139865168377,2.0499918686691115e-14
Q2a4_⑨,11.430156905525958,2.1576700488013144e-14
Q48_1_일주일에 한번,11.42416622326424,2.1994697615369903e-14
Q60a11_⑥,11.405266125260997,2.3367201989722627e-14
Q37r3_폐기물 재활용 확대,11.377452628307545,2.5544085114268364e-14
Q45_4r1_주거 관련 지원,11.338135956069147,2.897121693487398e-14
Q34_‘탄소중립’이라는 용어를 처음 듣는다,11.331731977076318,2.957139778363727e-14
Q45_3a2_① 매우 부족하다,11.306010873581476,3.210972877439957e-14
Q15_1_수원시 외 경기도 다른 시,11.293098111833867,3.3464970466456733e-14
"Q22m1_극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)",11.28147096344165,3.473410152089443e-14
Q36_1a3_⑤,11.269776002243582,3.605913664844586e-14
Q10_3a2,11.259765836756673,3.7233316655236065e-14
Q49a5_③,11.247787571807919,3.8688651754581334e-14
Q60a9_⑥,11.229927543468783,4.0964801672384226e-14
Q2a5_⑥,11.22027339016541,4.225036564246665e-14
Q39a3_③,11.178097625832025,4.8356065151273454e-14
Q3_자신의 능력 개발,11.13883910417284,5.4828817329138326e-14
H10r3_의료비,11.138257368655383,5.493096946737732e-14
Q17a5_④ 보통,11.097911553593418,6.249972511602143e-14
DM33_서수원생활권,11.096306008919733,6.282158015642975e-14
Q1a6_⑥,11.05378513006743,7.197517969687814e-14
Q50a4_① 전혀 동의하지 않는다,11.007793330034898,8.338125109152265e-14
Q38a4_① 전혀 안전하지 않다,10.999463136634294,8.563246236375473e-14
Q15_5_높은 이용요금,10.985918991164047,8.942305152871656e-14
Q27a2_③,10.966804596027991,9.505944363385058e-14
Q44a1_거의 매일,10.945603105102755,1.0172725933649967e-13
DM4_대학원 졸업 이상,10.883352233367102,1.241281115602864e-13
Q49a5_④ 보통,10.857917204270029,1.346417370508459e-13
Q21a2_②,10.811782747355368,1.5603277156171476e-13
"Q13_자연여건(건강, 녹지, 전원생활 등)",10.805066066606152,1.5941817275545066e-13
H2a1_④,10.750769212050834,1.8962111811646444e-13
Q61_⑤,10.736123947026897,1.987043831840455e-13
Q45_3a1_⑤,10.686081733501583,2.3314894482465137e-13
Q15_5_대중교통 운행횟수 부족(배차간격),10.629424191813968,2.7939594898275716e-13
Q5_1_결혼 및 가족에 대한 가치관 변화,10.573988099609094,3.334991043663578e-13
Q15_4_③,10.572587053397324,3.349942132010654e-13
Q4a9_③,10.525260674303865,3.896290611492404e-13
Q33a2_① 전혀 심각하지 않다,10.521137543888532,3.947908592865489e-13
Q21a2_③,10.44785373969071,4.988165274226651e-13
Q9a4_④,10.444569342619015,5.04071750670397e-13
Q50a3_⑤,10.431004440364545,5.263685545928734e-13
Q50a4_③,10.428529200999595,5.305421356127002e-13
Q17a6_④ 보통,10.417359536746524,5.497905177190104e-13
Q44a5_일주일 이상,10.402163484717768,5.771020156570974e-13
Q3_사회적 성공,10.379945026389665,6.194916959162047e-13
Q50a6_④ 보통,10.366758867798811,6.461048636611053e-13
Q50a1_⑤,10.356460635322305,6.676809363769018e-13
Q17a3_⑤,10.345418134602758,6.916163184203326e-13
Q27a1_⑦ 매우 그렇다,10.332453755379415,7.208132044296428e-13
H3a1_① 매우 그렇다,10.325833965497958,7.361929851767014e-13
Q37r1_탄소 흡수원으로서 공원 및 녹지조성 확대,10.29625730889433,8.090108678511853e-13
Q30a1_벤치나 정자 등 휴식시설 이용,10.295534858641249,8.108767647768203e-13
Q45_4r1_일상생활 지원,10.280092163663808,8.518050390872024e-13
Q49a3_⑥,10.217999421130564,1.038274262332515e-12
Q45_3a3_⑤,10.193054952477771,1.1241972165194103e-12
Q39a3_⑤,10.169926510069896,1.2101951009971428e-12
Q60a4_⑥,10.163161432857867,1.2365694356664214e-12
Q49a4_④ 보통,10.146915448671129,1.302273855057398e-12
Q18a3_⑤,10.125705626330392,1.393327699560799e-12
"Q5_1_일-가족 양립 여건과 환경 미흡(육아휴직, 보육 등)",10.118070532820163,1.4276385607147445e-12
Q14_1_교통수단 편리,10.092242657137444,1.5500813861176984e-12
Q18a3_⑦ 매우 만족한다,10.019677582885121,1.9531413918137423e-12
Q49a2_⑤,10.01892602873803,1.957821621823487e-12
Q50a3_① 전혀 동의하지 않는다,9.991782776020354,2.1345728598441673e-12
H10r2_통신비,9.981665090119298,2.2044587452983674e-12
"Q45_1_장애인 대상 시설(장애인주간보호시설, 장애인복지관 등)",9.978751674728455,2.225002939559497e-12
Q50a5_⑦ 매우 동의한다,9.978047725736264,2.2299955019270713e-12
Q36_4a4_④ 보통,9.946535446356712,2.4653275133978243e-12
"Q22m1_대중공연 관람(쇼, 콘서트, 마술쇼 등)",9.908335839662975,2.7840832242819873e-12
Q62_2op_청년복지,9.894277380562958,2.9114826325283133e-12
Q17a5_⑤,9.8919949896303,2.932708212726648e-12
Q32_2_녹지가 충분해서,9.864815997425966,3.1976577907136523e-12
Q4a4_⑦ 매우 만족한다,9.82565679459981,3.621956524822117e-12
Q2a4_④,9.776815297674414,4.2307578463326584e-12
"Q55m1_동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체",9.729517997630946,4.917485603256516e-12
H9_1r2_거주주택 이외 부동산 마련,9.707813497622114,5.26883781009759e-12
Q33a2_⑥,9.686544732742425,5.6374335421274315e-12
H10r2_생필품 구입비,9.662564574007478,6.0839786160406995e-12
Q33a6_⑦ 매우 심각하다,9.64461703094038,6.4411384399481e-12
Q4a10_③,9.64265755836039,6.481378127942264e-12
Q5_1_초혼 연령 상승,9.634379343434382,6.654167566561103e-12
Q52_⑤ 중간,9.618594816764412,6.9964796343846325e-12
DM14_⑤ 중간,9.618594816764412,6.9964796343846325e-12
Q36_2a2_④ 보통,9.610557295333287,7.1774842091735015e-12
DM12_판매 종사자,9.577529175873902,7.971673120104246e-12
Q10_5_판매 종사자,9.577529175873902,7.971673120104246e-12
Q36_2a2_⑥,9.573118040932632,8.084180446706819e-12
Q15_5_도로 혼잡,9.550974260319277,8.6733697315249e-12
Q36_3a2_⑤,9.517235929575635,9.65449089358481e-12
Q38a5_③,9.516260584860678,9.68444455487625e-12
Q10_5_서비스 종사자,9.469938246650523,1.1219167764635178e-11
DM12_서비스 종사자,9.469938246650523,1.1219167764635178e-11
Q33a2_④ 보통,9.442072039062216,1.2257004221722454e-11
Q23m1_웹툰 감상,9.431861069495957,1.2660833562368316e-11
Q21a1_②,9.392003737607633,1.4368316478232166e-11
Q4a2_③,9.369766009967043,1.5418960081814758e-11
Q49a6_③,9.356606052464732,1.607647781800294e-11
Q33a1_⑥,9.348419907947132,1.6499529515543823e-11
Q39a2_③,9.295767642813779,1.9499073641777912e-11
DM32_영통구 영통3동,9.29166750229485,1.9754317574242566e-11
Q50a5_③,9.29076638721715,1.9810859689388002e-11
"Q8_1m2_은행 저축(적금, 예금, 주식, 펀드 등)",9.282209084909681,2.0355918791494006e-11
Q8_2_100-200만원 미만,9.257455715906726,2.201831721294904e-11
Q38a4_③,9.246325388956352,2.2809328159673614e-11
Q45_4r1_보육 및 교육 지원,9.205488914386912,2.596224390226097e-11
Q33a1_②,9.200556892754486,2.6371351869065652e-11
Q1a7_④ 보통,9.16656538064832,2.9371390666881e-11
Q36_3a1_⑤,9.163819010513409,2.9628159537271575e-11
Q49a4_③,9.155589149826618,3.041109383898918e-11
DM32_영통구 광교2동,9.139292050247612,3.2022939213924817e-11
H10r3_의류구입비,9.127130390439376,3.3281075212298496e-11
Q49a5_⑦ 매우 신뢰한다,9.117148120392677,3.435052515015049e-11
Q18a1_③,9.093913295114868,3.697447950663347e-11
Q56_③ 보통이다,9.082329107784835,3.835649358366459e-11
Q2a2_⑦,9.054546668520281,4.188469914709745e-11
Q60a2_⑥,9.051042935443384,4.23520573896397e-11
Q36_4a3_④ 보통,9.039714037564528,4.389911540590608e-11
Q17a1_③,8.99981585179647,4.981046970403236e-11
Q50a3_②,8.984265782331796,5.232387844789046e-11
Q37r2_탄소중립 포인트제도 확대 및 탄소중립 지원센터 운영,8.971015136945294,5.4565238142710695e-11
Q38a3_① 전혀 안전하지 않다,8.913530464468524,6.545206320332543e-11
Q18a4_⑤,8.909321594428802,6.632951496725426e-11
Q59a5_⑥,8.906380071008908,6.694971308080857e-11
Q2a4_⑥,8.893530549363561,6.972749715509996e-11
"H3_1r1_자녀 돌봄 시설이 좋아서(어린이집, 유치원, 초등 돌봄 등)",8.8530478349339,7.925331400704573e-11
"Q29_근린공원(광교호수공원, 만석공원 등)",8.841652559697987,8.216160778845656e-11
Q10_3a1,8.830425915537917,8.513097153407284e-11
Q50a1_③,8.819085200321426,8.823922407271689e-11
DM32_권선구 호매실동,8.818807762816133,8.831666624726078e-11
Q36_2a3_④ 보통,8.814074583131974,8.964835288543791e-11
Q18a2_③,8.80876465015067,9.11661693492592e-11
Q50a4_④ 보통,8.760080253776039,1.0633406046756931e-10
Q51_3a3_그렇다,8.741807600669935,1.1265562261332825e-10
Q51_3a3_아니다,8.741807600669912,1.1265562261332825e-10
Q33a1_⑦ 매우 심각하다,8.739512968388684,1.1347551947110977e-10
Q33a1_⑤,8.721427362081222,1.2014957830925398e-10
Q3_경제적 풍요,8.706256207012368,1.260492064538528e-10
Q19a2_③,8.665408829278539,1.4340999673663786e-10
Q45_4r2_일상생활 지원,8.662631569804077,1.4467350086799247e-10
Q36_3a2_① 전혀 실천하지 않는다,8.653332836304067,1.4898532328218102e-10
Q49a3_⑤,8.63866270173081,1.5605001500104164e-10
Q54a2_정기적으로 진행했다,8.637694052740489,1.565280789772715e-10
Q7_수원시 노인 인구 증가,8.63537496630403,1.5767857852059657e-10
"Q45_1_가족대상시설(건강가족지원센터, 다문화가족지원센터 등)",8.619072794007568,1.6600771166404993e-10
H8_800만원 이상 ~ 900만원 미만,8.600616888660966,1.7596812351129897e-10
DM13_800만원 이상 ~ 900만원 미만,8.600616888660966,1.7596812351129897e-10
Q50a5_⑤,8.582199940403756,1.8650171143107356e-10
Q18a5_⑤,8.560575628092828,1.9967527840336786e-10
Q33a4_④ 보통,8.551407444089579,2.0553703787294661e-10
Q4a7_⑦ 매우 만족한다,8.547268075379648,2.0823952780974146e-10
Q49a5_⑤,8.542017321702524,2.1171867199052214e-10
Q50a5_④ 보통,8.534676432265194,2.1668015176251836e-10
Q2a2_⑧,8.516910130500367,2.2917316208278695e-10
Q53_⑥,8.515072822782543,2.305054371766301e-10
Q52_④,8.506150795325398,2.3708568136220666e-10
DM14_④,8.506150795325398,2.3708568136220666e-10
Q50a6_① 전혀 동의하지 않는다,8.47803676901474,2.5907116265426373e-10
DM32_영통구 원천동,8.454070851964627,2.794110637170189e-10
Q9a2_④,8.446549021390544,2.8611753554563115e-10
Q36_3a1_③,8.438504583357382,2.93467740368319e-10
Q49a4_⑤,8.434615084689746,2.9708882660765824e-10
Q34_내용을 들어본 적이 있다,8.368219617537008,3.662496278487037e-10
Q45_3a9_⑤,8.348738421816176,3.8943628433112743e-10
Q33a5_⑥,8.348627188908013,3.895727925554761e-10
Q36_2a1_① 전혀 실천하지 않는다,8.345510814758981,3.9341675717028317e-10
Q38a1_⑦ 매우 안전하다,8.344869035418887,3.942130602668485e-10
DM4_전문대 졸업,8.328483492998071,4.150973666524328e-10
Q1a1_⑦ 매우 그렇다,8.309529395532483,4.406355552931482e-10
Q44_1r1_종교활동,8.307912751361648,4.4288497854134555e-10
Q2a2_⑥,8.303240115758149,4.494511517500211e-10
Q26r2_여가활동을 하기에 건강이 좋지 않음,8.255928729358336,5.216560948716832e-10
Q26r2_여가활동에 필요한 장비 부족,8.248146107284253,5.345953159225507e-10
Q11a1_100~ 200만원 미만,8.198658925537059,6.246987658802966e-10
"Q37r2_‘재생에너지’(태양열, 풍력 등 청정에너지) 확대",8.194064838512633,6.337952831495371e-10
Q33a1_① 전혀 심각하지 않다,8.187430280293484,6.471656602299182e-10
"H3_1r2_자녀 돌봄 시설이 좋아서(어린이집, 유치원, 초등 돌봄 등)",8.167470414431545,6.891099735658604e-10
Q36_2a2_③,8.160053842327203,7.053770332424819e-10
H8_500만원 이상 ~ 600만원 미만,8.150554457550298,7.267729584792347e-10
DM13_500만원 이상 ~ 600만원 미만,8.150554457550298,7.267729584792347e-10
"Q8_1m2_개인연금(주택연금, 연금저축 등)",8.145748408272812,7.378431804271747e-10
Q0a5_천주교,8.12032825115331,7.99253861017367e-10
DM6_천주교,8.12032825115331,7.99253861017367e-10
Q4a7_③,8.108946305493323,8.283779479474276e-10
Q25m3_산림욕장,8.1057535133916,8.367360810553573e-10
Q26r1_여가활동을 하기에 경제적 여유가 없음,8.09399458911143,8.682504717310866e-10
"Q23m1_미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)",8.086985589335603,8.875950277664006e-10
Q4a9_⑤,8.07777064500049,9.13683347600507e-10
Q18a5_②,8.02957419532242,1.0631141822483039e-09
Q49a6_⑥,8.010146799231608,1.1300266665680354e-09
Q38a3_⑤,7.992967356544468,1.1926863677409519e-09
Q62_1op_녹지조성,7.9605480551380525,1.3205208832447465e-09
Q4a6_③,7.946603916252082,1.3796237195118996e-09
DM16_부(모)+자녀가구,7.946107984634431,1.3817736317966658e-09
H9_1r2_교육비 마련,7.9407559076915035,1.4051890383378538e-09
Q2a1_⑦,7.919110527927348,1.5039927428503383e-09
H2a2_④,7.909309155631688,1.5509822776256492e-09
Q33a1_③,7.906744533120242,1.5635173030738166e-09
Q1a3_⑤,7.8786799718629705,1.7074666491834144e-09
Q45_3a5_⑤,7.870893915023851,1.7496942174779503e-09
Q25m2_재래시장,7.868914541100964,1.7605942998929419e-09
Q2a2_④,7.8652578227796575,1.780909608923838e-09
Q45_3a5_③,7.843826863650405,1.9047583664641523e-09
Q4a4_③,7.81463088856956,2.0874089620109963e-09
Q39a1_⑦ 매우 만족한다,7.809568738810055,2.1208088873351467e-09
Q62_1op_교통이 편리하다,7.806238298498473,2.1430730704020275e-09
Q33a2_②,7.799402015807827,2.189506693018282e-09
Q2a2_③,7.791729867704346,2.242813090364049e-09
Q1a5_④ 보통,7.763664179525475,2.4490756292990543e-09
Q37r2_탄소중립을 위한 교육·홍보 확대,7.738915381789901,2.646591772200257e-09
Q36_4a3_⑤,7.720918598471953,2.800119923807841e-09
Q33a4_⑤,7.709231511360153,2.904543327643406e-09
Q62_2op_인구 감소,7.670662345117486,3.277488660841026e-09
Q4a3_⑤,7.657276914463611,3.4177780691969855e-09
"Q25m3_수원화성(행궁, 행리단길, 화성성곽)",7.641881875405586,3.5865452560254792e-09
Q22m1_연극공연 관람(뮤지컬 포함),7.631076121289974,3.7099394522151938e-09
Q33a6_②,7.597246431811651,4.124279308557557e-09
Q4a3_③,7.572658268493831,4.4540820571089815e-09
H9_1r2_부채상환,7.572597774933774,4.454925044356108e-09
"Q22m1_야외문화행사(축제, 거리예술, 공공예술 등 관람)",7.559722996054033,4.6380039251965116e-09
Q50a6_③,7.5580028385127696,4.6630257272986825e-09
Q33a4_⑥,7.549361190835029,4.790779480932038e-09
Q25m2_산(자연공원 포함),7.521668682400402,5.224143512449053e-09
Q10_4_중견기업,7.504342655034776,5.514927683847304e-09
DM122_중견기업,7.504342655034776,5.514927683847304e-09
"Q22m2_무용공연 관람(현대무용, 발레 등)",7.480730053519057,5.937358694396104e-09
Q4a5_⑤,7.468349401226033,6.17158132686982e-09
Q45_4r2_주거 관련 지원,7.45142333840163,6.506764619916253e-09
Q26r1_활동에 적합한 장소나 시설 부족,7.443926956360605,6.660952484633676e-09
H10r3_문화생활/오락비,7.4407028594367475,6.728381381874041e-09
"Q45_2_가족 지원(출산지원, 다자녀가정지원, 조손/저소득한부모가족 지원 등)",7.4162407307185685,7.262637837228767e-09
Q39a1_③,7.391169966422891,7.854067263954763e-09
Q36_2a1_③,7.367715359317678,8.450736630879955e-09
Q14_1_편리한 생활·문화·교육 인프라,7.360085179875328,8.654417596135915e-09
Q36_3a2_③,7.348183763026549,8.98192360112756e-09
Q51_3a1_그렇다,7.342243188667486,9.149989044697713e-09
Q51_3a1_아니다,7.34224318866738,9.14998904469921e-09
Q36_2a2_비해당,7.330113481838154,9.50294499066245e-09
Q6_주거 지원 확대,7.317636709813318,9.880157041492419e-09
Q25m1_골프장,7.298361381987472,1.0492443258584722e-08
Q50a2_① 전혀 동의하지 않는다,7.294860272375688,1.0607647038470436e-08
Q33a5_③,7.283024504814791,1.1006514548308188e-08
Q49a3_③,7.280842110642859,1.10816768610949e-08
Q11a3_400~ 500만원 미만,7.272061432737252,1.1389289325188238e-08
"Q30a2_배드민턴장, 축구장 등 시설 이용",7.267954482586256,1.153607340596539e-08
Q43_② 다소 이용하기 어렵다,7.263280273354273,1.170542605332144e-08
Q25m2_캠핑장,7.2412967277542135,1.2535739565293424e-08
Q62_1op_공원이 많다,7.199290274148996,1.4288936530689259e-08
Q50a2_③,7.195855361286489,1.4442665572224547e-08
Q53_③,7.190165380387011,1.4700953522004138e-08
Q27a2_⑤,7.185825142825318,1.4901061205065462e-08
Q50a5_②,7.18197457572949,1.5080862843049553e-08
Q2a5_⑦,7.179620309359112,1.519185795994765e-08
Q52_⑥,7.135230656322517,1.7443825510395933e-08
DM14_⑥,7.135230656322517,1.7443825510395933e-08
Q45_4r1_신체건강 및 보건의료 지원,7.094865105680761,1.9778932042010435e-08
Q62_1op_안전,7.08556780665135,2.0359447509439655e-08
Q8_2_100만원 미만,7.073842218252238,2.1115840890549153e-08
"Q44_1r2_취미활동(독서, 영화감상, 여행 등)",7.070450675810453,2.1339795645480824e-08
Q19a1_③,7.069242983275373,2.1420113504281713e-08
Q4a1_③,7.066479492676479,2.160503466206928e-08
Q30a1_산책이나 달리기,7.0581120740751,2.2174699430737954e-08
Q36_4a1_⑤,7.0384093885522345,2.3575867668203155e-08
Q62_1op_도로가. 깨끗하다,7.016167789256179,2.526380854721168e-08
Q50a3_④ 보통,6.994950437816348,2.698604452951618e-08
Q33a3_⑥,6.986921542064965,2.766783098622827e-08
Q15_4_②,6.973202960971586,2.8872694586067312e-08
Q36_4a4_③,6.9688936800304715,2.926184516009879e-08
"H10r3_차량유지비(할부, 리스 포함)",6.938272501533206,3.2181688587758356e-08
Q44a5_거의 매일,6.936810025286674,3.2328180627022917e-08
H2a2_① 매우 부정적,6.932755717060463,3.2737770533154405e-08
"Q30a1_배드민턴장, 축구장 등 시설 이용",6.912005595469313,3.491638375353759e-08
"Q13_주택(주택구입, 계약만료, 재개발 등)",6.901062883120087,3.612282937785037e-08
Q45_3a8_⑤,6.8988369979692115,3.637327013166171e-08
Q36_4a4_②,6.881661731055898,3.8364754296582354e-08
Q21a2_⑦ 매우 충분하다,6.8710040656645015,3.965472929593978e-08
Q1a6_④ 보통,6.8677637995562275,4.005541776164499e-08
Q36_1a3_③,6.8600553858097255,4.1024911096510246e-08
Q45_3a3_③,6.854042581889812,4.1797337830293126e-08
Q2a3_⑦,6.828147962140125,4.529275686170563e-08
Q25m1_산(자연공원 포함),6.797367180450612,4.9828169910655047e-08
Q38a1_③,6.766983027843177,5.474825068766203e-08
H2a2_②,6.755115544483679,5.67987293607221e-08
Q62_2op_저출산,6.751340050659093,5.74669595736779e-08
DM12_기능원 및 관련 기능 종사자,6.749715893985524,5.775682377394665e-08
Q10_5_기능원 및 관련 기능 종사자,6.749715893985524,5.775682377394665e-08
DM32_영통구 망포2동,6.7283748004939365,6.170357448141271e-08
Q33a5_②,6.7250458407970495,6.234297495313113e-08
Q15_5_주차공간 부족,6.692656060381814,6.891893756918825e-08
Q25m3_생활권공원(근린공원，소공원，어린이공원 등),6.692305980627131,6.899365957238644e-08
Q17a1_⑦ 매우 잘 구축되어 있다,6.684232478974606,7.073944451973811e-08
"Q14_1_교육환경 만족(본인, 자녀)",6.677618795095133,7.220227771621509e-08
"Q44_1r2_혼식, 혼주(먹고 마시는 행동)",6.668865951640473,7.418465211077287e-08
Q37r3_친환경차 보급 및 충전인프라 확대,6.651443182799636,7.829330939240965e-08
Q50a4_⑦ 매우 동의한다,6.596157300768376,9.28908027503129e-08
DM121_일용직 임금근로자,6.547051816558694,1.0811128599071358e-07
Q10_1_일용직 임금근로자,6.547051816558694,1.0811128599071358e-07
"H3_1r1_자녀 교육 환경이 좋아서(학교, 학군, 학원 등)",6.54407317337431,1.0911055846144508e-07
Q33a6_⑥,6.526650229878709,1.1514246938683793e-07
Q44a1_일주일 이상,6.525507894974536,1.1554934867363009e-07
Q15_5_차내 혼잡,6.510968681941626,1.208546839783406e-07
Q59a5_③,6.506509226763018,1.2253000079439512e-07
Q36_1a4_③,6.504467125900518,1.2330486747410954e-07
Q9a3_④,6.5013406993049365,1.2450063526055828e-07
DM32_팔달구 화서2동,6.498210196153053,1.2570952443301772e-07
Q45_4r2_문화 및 여가 지원,6.493257843332272,1.2764584749509206e-07
Q36_4a3_③,6.492521988670435,1.2793608138517618e-07
"Q14_1_경제적 여건(저렴한 전·월세, 낮은 물가 등)",6.468126436899225,1.3793901882653686e-07
Q27a1_③,6.4631564422097005,1.400703707993497e-07
Q10_2_시간제,6.457315365388007,1.4261720516144148e-07
Q36_3a1_① 전혀 실천하지 않는다,6.447833734792249,1.4684986769822119e-07
Q51_3a2_아니다,6.443464021475088,1.4884238932050378e-07
Q51_3a2_그렇다,6.443464021474839,1.488423893206222e-07
Q36_2a3_②,6.434933309550409,1.5281011118306887e-07
Q15_4_① 전혀 만족하지 않는다,6.426584212610741,1.5679523735681777e-07
Q38a5_②,6.4088185823172985,1.656224190366556e-07
H9_1r2_증권 등 투자금 마련,6.391354233398611,1.7478157583276132e-07
Q49a1_④ 보통,6.388272253808253,1.764494511470139e-07
H10r2_식비(외식비 포함),6.376550998653955,1.8293855544061968e-07
Q38a3_③,6.358692191590108,1.9328479955601306e-07
Q45_3a9_③,6.357592488842253,1.9394059484928554e-07
Q50a3_③,6.3488143486316355,1.9925532144927188e-07
Q49a2_⑦ 매우 신뢰한다,6.316959378495236,2.1978795649282374e-07
Q25m4_위에서 분류되지 않은 기타 실외공간,6.313946611504569,2.2183558409838666e-07
Q38a2_②,6.307370420550814,2.2637125119952482e-07
DM32_팔달구 화서1동,6.301039793678885,2.308246709552767e-07
"Q8_1m1_개인연금(주택연금, 연금저축 등)",6.278576567161353,2.4734187062180365e-07
DM14_②,6.266733578021097,2.5651802753352203e-07
Q52_②,6.266733578021097,2.5651802753352203e-07
H0a12n1_전문대 졸업,6.263721741065936,2.589051667924867e-07
Q26r2_여가활동을 위한 여유시간이 없음,6.261318382729031,2.6082587571613243e-07
DM32_영통구 영통1동,6.256620945202804,2.64620978377411e-07
Q25m3_캠핑장,6.2432647034885775,2.7571436050895437e-07
Q25m1_기타 실외 체육시설,6.242015718412121,2.767750939079344e-07
Q36_3a3_③,6.223568589615715,2.929228603214009e-07
"Q6_일·가정 양립을 위한 지원제도(육아휴직, 유연근무제 등) 확충",6.214647930746057,3.010643588614986e-07
Q36_1a4_⑤,6.170865817312059,3.444039874132924e-07
Q33a5_⑤,6.1680974876714805,3.473440836404527e-07
Q36_1a1_③,6.157605831255053,3.5871505321142787e-07
Q21a2_⑤,6.118341825926417,4.0465285541930396e-07
Q50a2_⑤,6.116081166354502,4.074690821971113e-07
Q21a1_③,6.0998346089621185,4.282898338620314e-07
Q36_2a2_②,6.0993082982265046,4.289817313127387e-07
Q36_1a2_⑥,6.069194090340198,4.7047816417128676e-07
Q25m3_산(자연공원 포함),6.064952587768568,4.7663491490792205e-07
Q15_5_긴 통행거리,6.061002738094525,4.824403258465826e-07
DM24_19세,6.044326015580513,5.077365353026997e-07
"H10r1_주거비(월세, 이자, 공과금 포함)",6.041372033941404,5.123528409759415e-07
Q36_4a4_⑤,6.039667883353691,5.150349414813784e-07
Q36_4a3_②,6.0305029892710555,5.297004526722903e-07
Q59a7_③,6.028802603144935,5.324666914477161e-07
Q56_① 전혀 충분하지 않다,6.018568504475086,5.49421808896117e-07
Q49a4_⑦ 매우 신뢰한다,5.995848383086798,5.890056237412454e-07
Q45_4r2_보호 및 돌봄요양 지원,5.995481356306294,5.89667807094239e-07
Q33a6_④ 보통,5.966548221953087,6.442657226211361e-07
Q59a6_③,5.962051431232676,6.531911688185241e-07
Q7_타 지역으로 인구 유출,5.941679910144671,6.951901263622307e-07
Q1a4_③,5.926335501596096,7.285875958566559e-07
Q1a2_⑤,5.908564031871386,7.692650738524944e-07
Q38a2_⑤,5.901155456904768,7.868821529165251e-07
Q9a5_④,5.897505378917029,7.957086571102469e-07
Q26r2_여가활동을 같이 할 사람이 없음,5.882978340339008,8.318233703500479e-07
Q59a8_③,5.87954716922664,8.405884836801861e-07
Q25m1_재래시장,5.873094689336543,8.57321058730476e-07
Q1a3_⑦ 매우 그렇다,5.863186165635313,8.836624849129869e-07
Q2a4_⑩ 가장 행복한 상태,5.8630243865876945,8.840991752356956e-07
Q46_③,5.858006585938532,8.977507382248786e-07
Q49a2_③,5.848947429654598,9.229299638842331e-07
"Q22m1_박물관 관람(역사, 일상생활, 문화 등)",5.822560143985309,1.0003409559538745e-06
Q33a3_②,5.804673212865164,1.0564504498518794e-06
Q33a3_③,5.770069507396278,1.1740254402830507e-06
Q1a4_⑦ 매우 그렇다,5.7684283356530255,1.1799137763709245e-06
"H3_1r1_편의시설이 좋아서(의료, 문화, 쇼핑 등)",5.7549940483813735,1.2292308000884871e-06
Q4a2_⑤,5.739938028415032,1.2869382801052452e-06
Q17a1_②,5.728642079024887,1.3319939236196453e-06
Q19a1_②,5.722093311085218,1.358828722015207e-06
Q44a4_거의 매일,5.711777016677155,1.4021951039397911e-06
Q1a1_③,5.70730077977504,1.4214368828307276e-06
Q37r1_친환경차 보급 및 충전인프라 확대,5.678356746289544,1.552346779033019e-06
Q44a2_일주일 이상,5.654608421690574,1.6686487882881536e-06
Q17a2_②,5.634522630773675,1.7737414214855441e-06
Q8_2_300-400만원 미만,5.623911374346208,1.8318889437750064e-06
Q36_4a2_③,5.6193825627572345,1.8572787028877388e-06
Q37r1_탄소중립을 위한 교육·홍보 확대,5.593878365420955,2.00692697132025e-06
Q15_3a2,5.5787546618176975,2.1012601235603207e-06
Q25m3_아파트 내(집주변) 공터,5.57447995883805,2.128712566716779e-06
H0a11n2_미혼,5.573510505241081,2.134987844178901e-06
